store_address,latitude,longitude
"Subway at 5373 Highway 68, Red Wagon Plaza",35.2218,-114.2118
"Subway at 953 W Beale St, Truck Stop",35.1929,-114.0703
"Subway at 3880 Stockton Hill Rd, Suite 102, Kingman Town Center",35.2355,-114.0374
"Subway at 1949 East Beverly Ave, Suite 102, Kingman II S/C",35.2193,-114.0344
"Subway at 2505 Hualapai Mountain Rd, Suite C",35.1916,-114.0196
"Subway at 6035 E Minerva Ln, Love's Country Store",35.1997,-113.9044
"Subway at 2810 Bicentennial Pkwy, Space No. 101, Anthem Highlands S/C",35.9416,-115.1166
"Subway at 2591 Anthem Village Dr, Ste B2, Anthem Village Center",35.9799,-115.1005
"Subway at 3255 St Rose Parkway, Suite 100 Retail 4, The Place at Seven Hills",35.9975,-115.1254
"Subway at 10604 S Eastern Ave, Suite D, Horizon Marketplace",35.9993,-115.1043
"Subway at 655 South Green Valley Parkway, Suit 140/Bldg. 2, Green Valley Crossing Shop Ctr",36.0047,-115.0838
"Subway at 157 W Riverside Drive,",34.1542,-114.2802
"Subway at 115 W. Primm Blvd., Chevron Truck Stop",35.6115,-115.3905
"Subway at 31900 Las Vegas Blvd. South, Chevron Gas Station/C-Store",35.61,-115.3881
"Subway at 10550 Southern Highlands Pky, Ste 100, Southern Highlands Shop Ctr",35.9979,-115.2061
"Subway at 9265 S Cimarron Rd, Suite 100, Cimmarron Square",36.0192,-115.271
"Subway at 75 E Horizon Ridge Pkwy, Suite 150, Horizon Village Square",36.0086,-114.9921
"Subway at 591 College Drive, Suite A",36.013,-114.964
"Subway at 777 W Lake Mead Pkwy, Fiesta Henderson Casino Hotel",36.032,-115.0094
"Subway at 382 W. Lake Mead Pkwy, Building 4, Lake Mead Crossing Center",36.0364,-114.9957
"Subway at 118 S Boulder Hwy,",36.039,-114.9803
"Subway at 9845 S Maryland Pkwy, Suite A, Silverado Ranch Ctr",36.0108,-115.1371
"Subway at 183 N. Gibson Road, Suite 100",36.0402,-115.0299
"Subway at 40 N. Valle Verde, Suite 100, Retail Shops at Valle Verde",36.0288,-115.0625
"Subway at 2568 Wigwam Pkwy, A-6",36.0359,-115.0991
"Subway at 175 N Stephanie St, Suite 110",36.0401,-115.0474
"Subway at 1301 W. Sunset Rd, Sunset Station Casino",36.061,-115.041
"Subway at 351 E. Silverado Ranch Blvd., Suite 100",36.0126,-115.1563
"Subway at 689 N Stephanie St,",36.0662,-115.0466
"Subway at 8170 South Eastern, Suite #12, Windmill Valley Plaza",36.0408,-115.1171
"Subway at 8790 South Maryland Parkway, Suite 135, Scottsdale Plaza",36.0301,-115.1354
"Subway at 9175 S. Las Vegas Blvd, Suite 100-A, Vegas Pointe Plaza",36.0216,-115.1746
"Subway at 6973 Blue Diamond Rd, Wal-Mart #2483",36.0201,-115.2455
"Subway at 4262 Blue Diamond Road, Suite 101, Blue Diamond Crossing S/C",36.038,-115.1968
"Subway at 470 East Windmill Lane, Suite 115, Windmill Lane Plaza",36.0426,-115.1528
"Subway at 6889 S. Eastern Ave, Eastern & Pama Retail Center",36.0667,-115.119
"Subway at 8164 Las Vegas Blvd, #B-1",36.0412,-115.1718
"Subway at 1300 West Sunset Road, Suite 2825, Galleria at Sunset",36.0673,-115.0418
"Subway at 1080 Whitney Ranch Dr, Mobil C-Store",36.0815,-115.0534
"Subway at 6500 Boulder Highway, Suite 101",36.0836,-115.0318
"Subway at 600 E Warm Springs Road, Suite 110, Winchell's Donuts/Subway",36.0575,-115.1492
"Subway at 7620 S Las Vegas Blvd, Suite 110",36.0512,-115.1716
"Subway at 7400 Las Vegas Blvd. South, Suite FC27, Las Vegas Outlet Center",36.0549,-115.1691
"Subway at 2620 N Green Valley Pky, Green Valley Plaza",36.0691,-115.0823
"Subway at 6087 S. Pecos Road, Suite 100, Home Depot Shopping Center",36.072,-115.1014
"Subway at 300 N Beeline Hwy, Wal-Mart #1369",34.244,-111.3246
"Subway at 128 East Hwy 260, Suite 116",34.242,-111.3221
"Subway at 1673 W Hwy 260, Minute Mart",34.5751,-111.8832
"Subway at 6501 Hwy 179, Coyote Station",34.7778,-111.7629
"Subway at 1100 State Hwy 260, Suite D19, Fry's Shopping Center",34.7188,-112.0047
"Subway at 12833 E ROute 169, Shell Gas Station/C-Store",34.5298,-112.2399
"Subway at 182 Coffee Pot Dr, Suite A, Rams Center",34.8647,-111.7937
"Subway at 23359 N. Pima Road, C-145, Desert Village Shopping Center",33.6975,-111.8899
"Subway at 23535 N Scottsdale Road, Suite 103, Bidg F, Pinnacle of Scottsdale SC",33.6998,-111.9253
"Subway at 20553 North Hayden Road, Suite 110, Hayden Peak Crossing (Pad A)",33.6711,-111.906
"Subway at 7000 E Mayo Blvd, Unit C 10, Scottsdale 101",33.6577,-111.9292
"Subway at 10101 E Bell Rd., Ste A6, McDowell Mountain Marketplace",33.6394,-111.864
"Subway at 4815 East Carefree Highway, Suite 126, Carefree Marketplace",33.7976,-111.9771
"Subway at 35522 N Scottsdale Rd, Suite D6",33.7988,-111.9308
"Subway at 29834 N Cave Creek Rd, Suite 100",33.7574,-111.9913
"Subway at 20910 North Tatum Blvd, Suite 190, Shops @ Desert Ridge Corp Cent",33.675,-111.9776
"Subway at 13771 Fountain Hills Blvd, Suite 113, Palisades Plaza S/C",33.6103,-111.7294
"Subway at 16841 E Shea Blvd, Suite 103, Circle Shopping Center",33.5727,-111.7156
"Subway at 11339 Via Linda E, Suite C 3, Ancala Village S/C",33.5877,-111.837
"Subway at 14144 N 100th St, Building B, Suite 125, Centennial Marketplace",33.6128,-111.865
"Subway at 14905 South Stage Coach Trail, Minute Mart",34.3275,-112.1176
"Subway at 7584 East State Route 69, Suite D",34.585,-112.333
"Subway at 3450 N. Glassford Hill Road, Wal-Mart #3730",34.5889,-112.3393
"Subway at 15560 N Frank Lloyd Wright Blv, Scottsdale Towne Center",33.6284,-111.8874
"Subway at 14651 N Northsight, Suite 130",33.6186,-111.8977
"Subway at 2824 N Power Rd, #105, Ridgeview Plaza",33.4666,-111.6841
"Subway at 4425 E McKellips, Suite 102",33.4498,-111.7358
"Subway at 13802 North Scottsdale Road, Suite 165, Scottsdale Towne Square",33.6122,-111.927
"Subway at 39512 N Daisy Mountain Drive, Suite 172",33.8436,-112.1321
"Subway at 3655 West Anthem Way, Suite C 105, Anthem Marketplace",33.8649,-112.1387
"Subway at 4435 West Anthem Way, Wal-Mart #5329",33.8687,-112.1545
"Subway at 3120 W Carefree Hwy, Suite B-9, Tramonto Marketplace",33.7999,-112.1261
"Subway at 3906 W. New River Rd, Shell/Carioca Minute Mart",33.9145,-112.1443
"Subway at 9015 E Via Linda, Ste 109-110, Via Linda Place Shopping Ctr",33.5686,-111.886
"Subway at 8776 E Shea Blvd, Unit B1, Pima Crossing",33.5828,-111.8926
"Subway at 3230 E. Union Hills Dr., Suite B-125, Union Centre Shoppes",33.6557,-112.012
"Subway at 4727 E Bell Rd, Suite 69, Tatum Point S/C",33.6386,-111.9785
"Subway at 4617 E Bell Rd, Wal-Mart  #1598",33.6387,-111.9814
"Subway at 6501 East Greenway Parkway, Bldg 3 Suite 105, Kierland Village Center",33.6242,-111.9425
"Subway at 10320 N Scottsdale Rd, Ste 19, Gold Dust Village",33.5796,-111.9266
"Subway at 4596 N Robert Rd, C-Store/Subway",34.6094,-112.3213
"Subway at 5672 E State Rt 69, Suite 150 Shops C, Prescott Valley Crossroads",34.5769,-112.3664
"Subway at 3329 E Bell Rd, Suite 16",33.64,-112.01
"Subway at 19401 N Cave Creek Rd, Ste 1, Cave Creek Plaza",33.6627,-112.0304
"Subway at 3342 E Greenway Rd, Ste 101",33.6269,-112.0093
"Subway at 6987 N Hayden Rd, Suite A-5",33.538,-111.9081
"Subway at 715 E Bell Rd,",33.6403,-112.0652
"Subway at 3131 E Thunderbird Rd, Suite A10",33.6099,-112.0138
"Subway at 2330 W Happy Valley Rd., Suite 1025, The Shops at Norterra S/C",33.713,-112.1117
"Subway at 625 W Deer Valley Dr, Suite 607",33.6831,-112.0821
"Subway at 2302 W. Deer Valley Road,",33.6843,-112.1091
"Subway at 18631 N 19th Ave, Suite 136, Union Hills Village",33.656,-112.0985
"Subway at 3053 W Agua Fria Fwy, Unit A 0002, Deer Valley Towne Center",33.6668,-112.1247
"Subway at 23425 N 39th Dr, Ste 108, North Canyon Ranch S/C",33.6991,-112.1422
"Subway at 1021 N Ellsworth Rd, Suite 101, The Shoppes at Highland Villag",33.4342,-111.6328
"Subway at 439 South Ellsworth Road, Suite 104, Fry's Ellsworth Plaza",33.4067,-111.6313
"Subway at 21 South Signal Butte Road, Suite 102",33.4147,-111.5975
"Subway at 450 W Sossaman, Suite 101, Broadway Promenade",33.4066,-111.668
"Subway at 1152 N. Power Road, Suite 101, Red Mountain Plaza",33.4366,-111.6849
"Subway at 4326 E Cactus Rd, Unit C01, Village Center",33.599,-111.9893
"Subway at 3226 E. Shea Blvd., Shea Plaza",33.5839,-112.0121
"Subway at 2555 W Apache Trail, Wal-Mart #1381",33.4151,-111.5736
"Subway at 1923 S Signal Butte Rd, #104",33.3804,-111.6007
"Subway at 7908 E Chaparral Rd., Suite B-104, Chaparral Plaza Shopping Ctr",33.5101,-111.9115
"Subway at 4915 No. Pima Road, Wal-Mart #2112",33.5081,-111.8909
"Subway at 7620 E Indian School Rd, Suite 102",33.4967,-111.917
"Subway at 4703 Main St, Love's Travel Stop",34.9544,-110.311
"Subway at 1503 North Park Dr,",35.0355,-110.6979
"Subway at 700 Mikes Pike Blvd, Wal-Mart #1328",35.0408,-110.7011
"Subway at 1781 E State Rte 69, Suite 25, Frontier Village S/C",34.548,-112.4366
"Subway at 1021 North State Highway 89, Suite 102, Chino Valley Shopping Center",34.7606,-112.4524
"Subway at 3196 Willow Creek Rd, Suite 106",34.6012,-112.4584
"Subway at 120 E. Sheldon Street, Suite E106, Depot Marketplace",34.5454,-112.4677
"Subway at 1333 Iron Springs Rd, Suite A",34.563,-112.4883
"Subway at 1280 Gail Gardner Way, {inside Wal-Mart, Wal-Mart #5303",34.5656,-112.4861
"Subway at 1189 Hwy 53, Western Gas Station/C-Store",35.07,-108.8459
"Subway at 1055 N. Grand Canyon Blvd., I-40, Exit 163, Love's Travel Stop, #553",35.2392,-109.3039
"Subway at 3380 W Hwy 66, Love's Country Store",35.5057,-108.834
"Subway at 830 US Hwy 491, American Heritage Plaza",35.5341,-108.7588
"Subway at 2206 E Hwy 66,",35.5293,-108.7054
"Subway at 3395 E Tropicana Ave,",36.0996,-115.1016
"Subway at 2375 E Tropicana Ave, Ste G",36.0995,-115.1203
"Subway at 5111 Boulder Highway, Sam's Town Hotel,Gambling Hall",36.1121,-115.0629
"Subway at 4925 Boulder Hwy, Suite B, Rebel Town & Country C-Store",36.1143,-115.0652
"Subway at 3210 S Nellis Blvd, Suite 102",36.1316,-115.0648
"Subway at 4150 E. Boulder Highway, #100",36.1301,-115.0847
"Subway at 4111 Boulder Hwy, Boulder Station Casino",36.1329,-115.0849
"Subway at 5061 E Sahara Ave,",36.144,-115.0641
"Subway at 31120 W Hwy 60, Subway/Shell C-Store",33.7654,-112.5136
"Subway at 15508 W Bell Rd, Ste 103, Grand Bell Pavilions",33.6403,-112.3947
"Subway at 17019 W Greenway Rd, Suite 113",33.6232,-112.4257
"Subway at 28471 North Vistancia Blvd, Suite 101, Vistancia Marketplace",33.7409,-112.3222
"Subway at 14455 W Grand Ave, Suite 100, Grand Village Center",33.6535,-112.3715
"Subway at 412 E Wickenburg Way,",33.9722,-112.7241
"Subway at 21655 N Lake Pleasant Pkwy, Wal-Mart #3896",33.6817,-112.2792
"Subway at 19423 N. RH Johnson Blvd., Suite 107, Sundome Crossing",33.6569,-112.3509
"Subway at 8248 W Deer Valley Rd, Suite A 106, Deer Marketplace",33.6815,-112.2367
"Subway at 1503 W Saint Mary's Road, Suite A-1, St. Mary's Plaza",32.2285,-110.9969
"Subway at 2110 W Grant Rd, Silverbell Plaza",32.2506,-111.0126
"Subway at 1855 W Greenway Rd, Greenway Plaza",33.6255,-112.0981
"Subway at 777 E Thunderbird Rd, Suite 104, Desert View Sq",33.6071,-112.0634
"Subway at 20020 N 59th Ave, Suite 107, Arrowhead Promenade",33.6666,-112.1867
"Subway at 3210 W Bell Rd, Suite 100, Upton Plaza Shopping Center",33.6402,-112.1289
"Subway at 17037 N 43rd Ave, Suite A 9, Bell Park Shopping Center",33.6409,-112.1513
"Subway at 13853 N 19th Ave, Suite A, D & J Subs Inc",33.6115,-112.0997
"Subway at 2140 E Cactus Rd, Suite 1",33.5969,-112.0381
"Subway at 8930 N 7th St,",33.5672,-112.0656
"Subway at 3425 W Thunderbird Rd, Suite 14, North Mountain Village S/C",33.6107,-112.1315
"Subway at 6635 W Happy Valley Rd, Suite A 102, Happy Valley Marketplace S/C",33.7106,-112.2025
"Subway at 20241 N. 67th Ave, Suite A-8, Arrowhead Legends",33.6709,-112.201
"Subway at 18425 N 51st Avenue, Suite G",33.6531,-112.1683
"Subway at 5932 West Bell Rd, Gateway Village",33.6405,-112.1869
"Subway at 1201 West Main Street, Pilot Travel Center",33.6611,-114.2355
"Subway at 760 S. Quartzsite Blvd., Love's Travel Stop, #286",33.6572,-114.2413
"Subway at 18221 Tom Wells Road, Texaco Gas Station/C-Store",33.6242,-114.4375
"Subway at 650 W. Donlon Street,",33.6065,-114.603
"Subway at 11274 S Fortuna Rd, Ste L, Pioneer Shopping Center",32.6665,-114.4442
"Subway at 2931 E Gila Ridge Rd, I-8 & Exit 3 (Ave 3E), Love's Truck Stop",32.6868,-114.5831
"Subway at Quilter St, Building 965, Yuma Marine Air Station",32.6569,-114.5941
"Subway at 2850 Pacific Ave S, Suite B, Palo Verde Village",32.676,-114.6007
"Subway at 1418 S Yuma Palms Pkwy, Suite H2, Yuma Palms Shopping Center",32.7023,-114.6035
"Subway at 2815 W Peoria Ave, Suite 114, Metro Towne Center",33.5815,-112.123
"Subway at 1150 West 8th St, Megafoods Plaza",32.7131,-114.6339
"Subway at 1623 S 4th Ave,",32.6981,-114.6246
"Subway at 1522 Ave B, Unit A, Plaza Del Rio",32.6999,-114.6504
"Subway at 2383 W 24th St,",32.6833,-114.6489
"Subway at 276 W 32nd Street, Suite 2, Big Curve Shopping Center",32.6694,-114.6225
"Subway at 92 Main St,",41.9313,-72.628
"Subway at 44 Prospect Hill Rd, Wal-Mart #2282",41.9239,-72.6079
"Subway at 3 Turkey Hills Rd,",41.9428,-72.7279
"Subway at 2 North Rd, Store #4&5, Sofia's Plaza I",41.9306,-72.6044
"Subway at 41112 W Indian School Rd, Minute Mart",33.4952,-112.9391
"Subway at 1010 N 339th Ave, TA Travel Center",33.4596,-112.7837
"Subway at 1610 S Miller Rd, Love's Country Store Trck Stop",33.4313,-112.5919
"Subway at 1510 S Watson Rd, Suite B106, Shoppes at Buckeye Marketplace",33.4332,-112.5578
"Subway at 410 E Hwy MC 85 Suite B, Buckeye Square",33.3726,-112.574
"Subway at 1613 Main St, Wal-Mart #4337",32.4894,-114.7865
"Subway at 407 W Main Street,",32.9786,-115.5481
"Subway at 250 W Wildcat Dr, Wal-Mart# 5335",32.9624,-115.5465
"Subway at 554 West Main Street, Love's Truck Stop",33.0369,-115.6296
"Subway at 218 N. Imperial Ave, Ste 200, Martino Shopping Center",32.8492,-115.5698
"Subway at 3001 N. Imperial Ave, El Centro Town Center II",32.8151,-115.5695
"Subway at Navy Exchange Bldg. 201, Foodcourt, Naval Air Facility El Centro",32.8184,-115.6743
"Subway at 1617 W. Main Street, Valley Plaza",32.7928,-115.5727
"Subway at 2420 S  4th St, 7Eleven C store",32.7708,-115.5526
"Subway at 500 Dannenberg, M200/Suite 2, The Plaza at Imperial Valley",32.7681,-115.5346
"Subway at 3451 S Dogwood Ave, #FC-8, Imperial Valley Mall",32.7632,-115.5302
"Subway at 9163 West Union Hills Dr, Suite 106",33.6516,-112.2563
"Subway at 1113 Imperial Avenue West, Suite 107",32.6815,-115.5012
"Subway at 2451 Rockwood Avenue, Suite 111, El Paseo Power Center",32.6948,-115.4976
"Subway at 888 W. Second Street, Space H-220, Gran Plaza Outlets",32.6644,-115.5092
"Subway at 10500 W Bell Road Suite 12, Bell and 99th Ave, Sun Shadow Shopping Center",33.6393,-112.2774
"Subway at 7700 W Arrowhead Towne Ctr, Ste 2070, Arrowhead Mall Food Court",33.6416,-112.2256
"Subway at 16811 N. Litchfield Road, Bldg. A Suite 100, Litchfield and Bell Rd",33.6369,-112.3578
"Subway at 12801 W Bell Rd Suite 6, Crossroads Towne Center, Bell Road And Johnson Blvd.",33.6384,-112.3351
"Subway at 3235 N. Hunt Hwy, Shops D, Suite 105, Anthem Marketplace@Merrill Ran",33.0615,-111.4841
"Subway at 879 N Arizona Blvd,",32.9858,-111.5236
"Subway at 270 E Hunt Hwy, Suite 78, Bella Vista Village Ctr",33.1625,-111.5636
"Subway at 1781 W Hunt Hwy, Wal-Mart #3751",33.1765,-111.5844
"Subway at 35 West Combs Rd, Suite 101, Combs & Gantzel Shopping Centr",33.2194,-111.5639
"Subway at 21055 E. Rittenhouse Rd., Wal-Mart #4451",33.251,-111.6298
"Subway at 21172 S. Ellsworth Loop Road, Suite 100, Queen Creek Marketplace",33.2555,-111.6391
"Subway at 8345 W Thunderbird Rd, Suite B-113, Thunderbird Crossing",33.6085,-112.2384
"Subway at 9221 E Baseline Rd, Suite 104",33.3774,-111.6348
"Subway at 7641 Guadalupe Rd, Suite 114",33.3644,-111.6692
"Subway at 8490 S Power Rd, Suite 108",33.2647,-111.687
"Subway at 23670 S Power Rd, Suite 101, Queen Creek Marketplace",33.2328,-111.686
"Subway at Polytechnic Campus, 599 Backus Mall, Student Union, Arizona State University",33.3071,-111.6794
"Subway at 1959 South Power Road, Suite 106, Fry's Superstition Springs Ctr",33.3797,-111.6873
"Subway at 4984 South Power Road, Gilbert Gateway Towne Center",33.3254,-111.6867
"Subway at 6140 East Main St, Suite E 2, Buckhorn Plaza Shopping Center",33.4161,-111.6986
"Subway at 847 N Promenade Pkwy, Ste 103, The Promenade at Casa Grande",32.8812,-111.6816
"Subway at 1496 North Higley Rd, Suite 107, Safeway #1748 S/C",33.3791,-111.7224
"Subway at 1121 S Higley Rd, Suite 101, Higley Shops Plaza",33.3951,-111.7187
"Subway at 3317 S Higley Road, Fry's Shopping Center",33.2904,-111.7204
"Subway at 6466 South Higley Road, Suite 104, Fry's Shopping Center",33.2338,-111.7206
"Subway at 5290 S Power Rd, Wal-Mart #3861",33.3188,-111.689
"Subway at 139 South Higley Rd B2, Suite 101, Lakeview Village@Morrison Ranc",33.3471,-111.7202
"Subway at 4355 E University Drive, Space 116 (2), Greenfield Plaza",33.4222,-111.7371
"Subway at 3550 East Southern Avenue, Suite 101, Val Vista Plaza",33.3936,-111.7531
"Subway at 754 South Val Vista Drive, Suite 102, Silverstone Plaza",33.3367,-111.7568
"Subway at 2501 S Market St, Wal-Mart #5186",33.3067,-111.7376
"Subway at 2530 S Val Vista, Suite 106, Spectrum Towne Center",33.3067,-111.7549
"Subway at 4844 S Val Vista Rd., Suite A108, Vista Del Oro S/C",33.2627,-111.7562
"Subway at 3611 E Baseline Rd, Ste P-101",33.3777,-111.7534
"Subway at 1106 N Gilbert Rd, Suite 4",33.4356,-111.7884
"Subway at 1939 E Baseline Rd, Suite 114, Township Plaza",33.3775,-111.789
"Subway at 2753 E Broadway Rd, Suite A103",33.4059,-111.7716
"Subway at 1221 S Gilbert Rd, Ste 25",33.3931,-111.7878
"Subway at 2487 S Gilbert Rd, Suite A101, Gilbert Fiesta Marketplace",33.305,-111.7887
"Subway at 756 S Gilbert Rd., Suite 102",33.3359,-111.7906
"Subway at 2975 E Ocotillo Road, Suite 7, Artesian Marketplace",33.2483,-111.7895
"Subway at 3757 S Gilbert Rd, Suite 109, Crossroads Towne Center",33.2817,-111.7891
"Subway at 5830 W Thunderbird Rd, Suite B 2, Safeway Plaza",33.6124,-112.1844
"Subway at 16098 E Camino Adelante, Shell Gas/C-Store",32.6493,-111.3939
"Subway at 619 S Sunshine Blvd, Pilot Travel Center",32.7388,-111.5504
"Subway at 5240 S Sunland Gin Rd, Pride Travel Center/Subway",32.8258,-111.671
"Subway at 9110 N Silverbell Rd, Suite 150",32.3727,-111.1361
"Subway at 1561 North Cooper Road,",33.378,-111.8066
"Subway at 24635 Dulles Landing Dr., Wal-Mart #3639",38.936,-77.5235
"Subway at 1355 E Florence Blvd, Suite 101",32.8775,-111.7285
"Subway at 1000 W Gila Bend Hwy, Subway/Quick Stop C-Store",32.88,-111.775
"Subway at 2820 North Pinal Ave, Suite 5, Villago Marketplace",32.9383,-111.7564
"Subway at 5892 W Arizona Pavilions Drive, Suite 100, Arizona Pavilions S/C",32.355,-111.0919
"Subway at 6777 N Sandario Rd, Inside Minit Market, Minit Market",32.3274,-111.2184
"Subway at 2891 Butterfield Trail,",32.9271,-112.6712
"Subway at 942 East Pima Rd, Minute Mart",32.9494,-112.7051
"Subway at 17650 W Elliot Road, Suite A-110, Mtn Ranch Mktplc at Estrella",33.3526,-112.429
"Subway at 6435 N Thornydale Rd, Suite 101",32.3257,-111.0453
"Subway at 21116 John Wayne Pkwy, Suite B6",33.0717,-112.0468
"Subway at 9666 E Riggs Rd, Ste 146, Riggs Rd and Dobson",33.2195,-111.8748
"Subway at 1334 E Chandler Blvd, Suite 7, Safeway Desert Foothills S/C",33.3069,-112.0546
"Subway at 975 East Riggs Rd, Suite 105, Riggs Marketplace",33.2177,-111.8263
"Subway at 3961 E Chandler Blvd, Ste 103, Lakeside Plaza",33.3039,-111.9978
"Subway at 2945 East Riggs Road, Suite 13, Cooper Commons",33.2178,-111.7899
"Subway at 4200 S Arizona Ave, Suite 4, Fulton Ranch Towne Center",33.2455,-111.8419
"Subway at 1020 East Pecos Road, Suite A-11, Hamstra Square",33.293,-111.8236
"Subway at 1929 East Ray Road, Suite A107, Chandler Commons",33.3194,-111.8074
"Subway at 3125 S Alma School Rd., Suite 5, Ocotillo Fiesta Shopping Centr",33.2614,-111.8572
"Subway at 611 North Arizona Avenue,",33.3139,-111.8411
"Subway at 1900 W Chandler Blvd, Suite C20, Andersen Fiesta S/C",33.3073,-111.8743
"Subway at 960 South Sarival Avenue, Suite 112, Sarival Marketplace",33.4356,-112.4095
"Subway at 525 N Estrella Pkwy, Suite 103, Estrella Crossroads Shops A",33.4522,-112.3917
"Subway at 1453 N Dysart, #101",33.4505,-112.3398
"Subway at 1380 N Litchfield Rd, Ste K4, Palm Valley Pavilions West",33.4612,-112.3592
"Subway at 14175 W Indian School Rd, Ste A02",33.4845,-112.3641
"Subway at 13070 W Rancho Sante Fe, #0216, Palmilla Shopping Center",33.4611,-112.3398
"Subway at 11435 W Buckeye Rd, Ste A109, Avondale Fiesta",33.4342,-112.3045
"Subway at 2735 S 99th Ave., Suite 105, Pecan Promenade Shopping Ctr",33.4225,-112.272
"Subway at 900 N  99th Ave, Pilot Travel Center",33.4564,-112.2743
"Subway at 8313 W. Roosevelt Street, Love's Travel Stop, #659",33.4565,-112.2737
"Subway at 2632 S 83rd Ave, Suite 108",33.4235,-112.24
"Subway at 12958 W Indian School Rd, Unit B2, Wigwam Creek Shopping Center",33.494,-112.3376
"Subway at 5115 N Dysart Rd, Space A-100, Camelback Crossing S/C",33.5099,-112.3409
"Subway at 7625 W Lower Buckeye Rd, Tuscano Towne Center",33.4211,-112.2248
"Subway at 10220 W. McDowell Rd., Unit 120, Gateway Pavilions",33.4662,-112.28
"Subway at 9014 W Thomas Rd, Suite 108, Thomas Centre S/C",33.4803,-112.2531
"Subway at 10685 W Indian School Rd, Suite I, Fry's Plaza",33.4936,-112.2907
"Subway at 14037 W Phantom St, AAFES Flight Line Luke AFB",33.5361,-112.3607
"Subway at 7071 N 138 Ave, Bldg 1540, AAFES Exchange Foodcourt",33.5385,-112.3567
"Subway at 5130 W Baseline Rd, Suite 114",33.3793,-112.1696
"Subway at 6150 S 35th Ave, Wal-Mart #3771",33.3902,-112.1364
"Subway at 3424 West Southern Avenue, Suite 171, Laveen Pavilions",33.3928,-112.1323
"Subway at 2020 W Baseline Road, Suite C166",33.3791,-112.1018
"Subway at 9524 W Camelback Rd, Suite C140, Agua Fria Towne Center",33.5086,-112.265
"Subway at 1610 N 75th Avenue, Suite 106, Desert Sky Esplanade S/C",33.4662,-112.2212
"Subway at 7510 W Thomas Rd, Suite 104, Desert Sky Palms S/C",33.4807,-112.221
"Subway at 6544 W Thomas Rd, Suite 39, West Highland Shopping Center",33.4812,-112.2022
"Subway at 5930 W McDowell Rd, Suite 107",33.4664,-112.1883
"Subway at 4840 N 83rd Ave, Suite 1",33.5072,-112.2382
"Subway at 6800 N. 95 Ave, Suite 865, Tanger Outlets at Westgate",33.535,-112.2677
"Subway at 5217 S Central Ave, Ste B 2",33.399,-112.0726
"Subway at 4810 East Ray Road, Space A 1, Foothills Park Place S/C",33.3213,-111.9798
"Subway at 610 Baseline Rd East, Suite C2, Mountain Park Plaza",33.3791,-112.0653
"Subway at 885 N 54th Street, Suite 3, Chandler Pavilions S/C",33.3159,-111.9678
"Subway at 8345 W Glendale Road, Ste 101",33.5375,-112.2397
"Subway at 1501 N 43rd Ave, Suite 4",33.465,-112.1516
"Subway at 5250 West Indian School Road, Wal-Mart  #5189",33.495,-112.1723
"Subway at 15423 West Waddell Road, Suite 105, Marley Park Plaza",33.6095,-112.3914
"Subway at 13954 W Waddell Rd, Suite 15, Waddell and Litchfield",33.6109,-112.3598
"Subway at 8877 N 107th Ave, Suite 308, Peoria Marketplace",33.5643,-112.2877
"Subway at 8987 West Olive Ave, Suite 132, Agua Fria Plaza",33.5652,-112.2529
"Subway at 9151 W Peoria, Suite 105",33.5804,-112.2561
"Subway at 10659 NW Grand Ave, Suite A-2, Kings Inn Center",33.6011,-112.2888
"Subway at 12170 N. El Mirage Rd, Shell Gas Station/C-Store",33.5941,-112.3247
"Subway at 3555 W Van Buren, Suite 106",33.4509,-112.1363
"Subway at 3440 W Thomas Rd, Suite 1",33.4808,-112.134
"Subway at 2775 W Thomas Rd, Suite 101",33.4799,-112.1187
"Subway at 2160 E Baseline Rd, Suite 126, Legacy Village Shopping Ctr",33.3793,-112.033
"Subway at 6470 Desert Queen Avenue,",34.1361,-116.0595
"Subway at 3664 Adobe Rd,",34.1862,-116.0538
"Subway at 61794 29 Palms Hwy, Subway/Valero C-Store",34.1354,-116.3156
"Subway at 58080 29 Palms Highway, Suite 101",34.1298,-116.3969
"Subway at 57266 Twentynine Palms Hwy, Chevron C-Store",34.124,-116.4148
"Subway at 2084 S. Marina Drive, Arco Gas Station/C-Store",33.2788,-115.9659
"Subway at 90480 66th Ave, Arco C-Store",33.5703,-116.0903
"Subway at 49965 Harrison Ave, Ste A",33.6863,-116.1821
"Subway at 48-055 Grapefruit Blvd, Arco Gas Station/C-Store",33.6999,-116.192
"Subway at 83097 Avenue 48, # D1A",33.7,-116.2149
"Subway at 82162 Hwy 111, Indio Plaza",33.7152,-116.2319
"Subway at 42250-C Jackson, Suite 105, Indio Towne Center",33.7415,-116.2153
"Subway at 43430 Monroe Street, Suite K",33.7347,-116.2333
"Subway at 4675 Sonoma Ranch Rd., Subway/Pic Quik C-Store",32.371,-106.7399
"Subway at 2821 N. Telshor,",32.3488,-106.7652
"Subway at 2523 N Main St. Ste #100, Cruces Norte Shopping Center",32.3336,-106.7818
"Subway at 257 Horizon Blvd, Love's Country Store",35.1833,-107.8998
"Subway at 1497 E Santa Fe Ave,",35.132,-107.8279
"Subway at 600 McBride Road, Subway/Sky Way Travel Center",35.0862,-107.7701
"Subway at I-40 @ Exit 39, Pilot Travel Center",35.4373,-108.457
"Subway at 3798 US East Hwy 66, Indian Arts/Jewelry Store",35.5292,-108.6887
