latitude,longitude
41.75,-71.21000000000001
27.5,-82.48
40.65,-74.21000000000001
39.11,-82.53
37.33,-121.89
36.86,-89.58
43.67,-121.5
30.01,-95.46000000000001
40.61,-111.94
39.25,-81.56
42.61,-83.29
36.2,-115.13
29.740000000000002,-95.61
43.68,-92.99
30.900000000000002,-102.91
34.42,-118.54
39.12,-78.2
40.26,-83.37
39.75,-84.19
39.65,-75.75
42.37,-83.3
35.09,-92.47
30.41,-86.83
36.800000000000004,-76.18
33.38,-82.07000000000001
33.63,-111.89
37.88,-90.51
47.09,-122.65
33.39,-84.74
40.39,-75.15
43.27,-82.62
38.84,-77.11
38.26,-76.47
30.02,-95.52
42.17,-72.45
37.46,-122.14
34.78,-86.94
26.18,-97.72
35.09,-106.58
35.39,-118.96000000000001
41.89,-91.67
47.67,-122.11
30.45,-90.14
33.42,-94.10000000000001
42.67,-82.94
47.0,-122.91
42.15,-87.84
34.01,-117.97
39.12,-94.75
37.02,-121.56
39.03,-76.08
39.14,-88.57000000000001
36.09,-84.14
44.26,-88.46000000000001
40.51,-74.64
41.300000000000004,-96.02
37.36,-81.10000000000001
32.14,-111.0
25.71,-80.42
35.480000000000004,-120.67
39.96,-76.73
34.980000000000004,-79.24
27.37,-82.53
42.33,-83.04
30.54,-91.03
39.84,-99.89
41.26,-96.03
38.87,-76.93
38.71,-93.27
39.9,-79.75
33.85,-117.54
39.72,-75.11
40.5,-80.26
30.13,-81.78
28.25,-82.19
42.97,-83.71000000000001
33.82,-116.4
43.28,-87.99
33.45,-111.84
34.800000000000004,-92.27
30.52,-87.85000000000001
30.900000000000002,-83.33
41.53,-87.47
36.28,-115.13
40.79,-82.74
41.56,-73.05
35.22,-101.9
38.96,-77.03
35.99,-95.8
37.35,-108.57000000000001
38.730000000000004,-121.27
44.77,-88.05
40.62,-74.76
40.800000000000004,-74.15
47.68,-117.28
31.560000000000002,-110.26
43.14,-88.24
42.17,-72.32000000000001
33.0,-96.68
41.49,-112.02
31.51,-106.15
41.07,-80.66
42.230000000000004,-84.42
34.480000000000004,-91.55
32.71,-97.32000000000001
35.910000000000004,-78.78
45.33,-93.74
40.63,-75.44
40.65,-73.96000000000001
33.2,-84.28
27.86,-82.33
43.02,-87.91
40.19,-77.21000000000001
41.730000000000004,-87.74
36.75,-78.10000000000001
32.6,-96.86
38.160000000000004,-85.60000000000001
39.550000000000004,-76.29
44.660000000000004,-70.15
33.86,-84.34
29.61,-95.39
35.480000000000004,-81.24
39.730000000000004,-105.08
39.76,-89.61
32.58,-117.04
40.57,-122.36
30.43,-84.23
43.39,-124.25
38.07,-78.9
35.01,-85.23
43.89,-89.48
29.47,-98.51
29.78,-98.72
29.57,-95.57000000000001
31.1,-87.08
47.63,-122.15
28.13,-82.5
40.13,-79.55
42.18,-86.3
36.97,-122.04
34.84,-87.63
38.06,-122.53
45.54,-122.87
33.61,-88.66
42.4,-71.02
41.52,-109.46000000000001
34.12,-117.2
42.13,-72.74
30.46,-84.22
30.67,-88.12
37.32,-84.93
39.37,-74.55
28.32,-81.47
27.34,-82.46000000000001
41.97,-87.89
43.02,-87.93
35.81,-94.63
43.87,-91.2
33.46,-112.34
35.4,-119.4
36.4,-86.16
36.0,-86.60000000000001
41.52,-82.86
38.800000000000004,-90.7
33.660000000000004,-95.51
40.02,-82.89
44.25,-84.23
26.02,-80.3
44.45,-89.54
36.78,-108.7
41.07,-111.98
39.64,-104.79
40.77,-80.37
41.1,-74.16
40.86,-73.62
26.2,-80.16
39.72,-75.66
44.77,-106.94
39.82,-84.19
34.2,-80.28
30.18,-95.54
29.72,-98.16
43.57,-119.07000000000001
42.54,-83.79
43.49,-73.76
42.800000000000004,-86.11
35.24,-111.82000000000001
30.88,-87.78
36.050000000000004,-86.65
44.47,-73.18
36.14,-96.11
40.68,-75.61
29.13,-81.01
31.3,-94.73
41.910000000000004,-87.71000000000001
38.24,-85.72
39.300000000000004,-76.57000000000001
30.76,-88.22
41.45,-81.8
45.72,-121.47
47.61,-122.32000000000001
33.730000000000004,-117.76
32.76,-117.08
41.03,-77.52
38.79,-76.93
28.09,-82.46000000000001
42.97,-73.8
29.53,-95.2
34.15,-118.26
27.490000000000002,-82.48
29.69,-96.54
40.09,-75.02
34.35,-84.04
39.21,-94.55
33.11,-83.26
46.89,-98.72
32.9,-96.77
30.62,-96.34
34.0,-86.09
42.79,-86.08
42.910000000000004,-85.73
40.410000000000004,-91.4
42.76,-73.76
29.94,-95.25
41.37,-83.12
39.2,-77.24
39.6,-75.83
41.25,-87.85000000000001
41.75,-87.8
31.490000000000002,-97.21000000000001
32.52,-84.89
33.56,-117.71000000000001
39.87,-75.39
42.980000000000004,-77.23
42.77,-78.13
28.27,-82.19
39.26,-84.47
40.59,-79.74
36.82,-76.07000000000001
30.54,-97.69
21.29,-157.71
33.42,-82.06
30.48,-81.64
37.0,-88.33
33.64,-111.98
41.12,-102.95
40.62,-73.93
39.6,-74.36
38.7,-90.29
36.36,-86.5
45.81,-108.48
40.82,-73.9
33.0,-83.55
33.29,-117.23
40.42,-74.18
35.87,-83.55
25.830000000000002,-80.21000000000001
35.660000000000004,-105.96000000000001
42.69,-114.52
27.8,-82.33
33.64,-112.28
38.87,-98.85000000000001
36.79,-119.7
42.1,-80.15
33.2,-79.99
40.07,-83.09
36.64,-95.15
34.29,-77.87
40.71,-73.83
43.800000000000004,-73.10000000000001
39.99,-75.16
39.54,-84.29
38.86,-94.82000000000001
33.77,-117.99000000000001
27.27,-82.48
32.24,-110.84
44.85,-74.31
45.06,-83.48
41.95,-70.69
34.54,-82.67
39.480000000000004,-119.79
33.92,-84.02
33.53,-84.66
40.230000000000004,-78.83
43.04,-85.66
39.38,-76.46000000000001
44.92,-73.11
41.4,-73.08
39.28,-74.58
35.12,-77.09
33.49,-112.34
41.04,-78.4
42.800000000000004,-78.75
39.980000000000004,-82.82000000000001
41.47,-72.82000000000001
30.240000000000002,-92.11
40.050000000000004,-74.9
39.08,-84.48
32.58,-97.35000000000001
39.02,-84.51
42.14,-83.25
26.150000000000002,-80.28
35.25,-91.69
33.53,-90.21000000000001
42.660000000000004,-83.4
38.34,-121.99000000000001
42.82,-71.62
36.68,-80.9
35.050000000000004,-106.71000000000001
40.44,-80.0
40.52,-74.23
42.4,-71.04
42.36,-87.83
32.96,-117.04
45.77,-119.21000000000001
36.4,-79.97
39.76,-75.36
44.36,-89.10000000000001
39.44,-92.43
33.75,-116.95
37.230000000000004,-97.0
33.31,-111.89
33.88,-91.48
31.240000000000002,-89.81
44.28,-85.41
27.11,-82.39
37.76,-122.42
35.45,-78.42
30.0,-95.27
39.96,-86.04
29.12,-82.03
39.95,-75.16
33.14,-97.11
41.44,-73.41
38.94,-76.95
38.92,-76.97
33.25,-111.64
35.69,-88.86
41.6,-87.75
42.29,-83.88
44.85,-123.21000000000001
39.93,-75.23
42.1,-102.89
41.89,-87.62
33.17,-96.73
41.04,-95.75
36.08,-86.73
27.02,-82.05
33.08,-96.65
26.07,-81.7
40.65,-82.54
40.6,-73.99
42.08,-86.49
38.97,-77.4
32.84,-104.4
36.21,-81.67
34.77,-77.38
42.410000000000004,-88.61
43.19,-85.25
45.18,-89.65
41.14,-95.97
45.43,-122.58
33.61,-85.83
37.83,-85.72
42.14,-72.55
38.37,-122.72
42.14,-71.15
37.11,-121.64
41.54,-71.29
25.64,-80.34
42.46,-92.36
46.980000000000004,-123.87
28.990000000000002,-95.94
43.09,-78.97
39.29,-77.2
41.97,-87.72
35.93,-86.87
34.26,-118.31
28.37,-80.7
37.65,-97.39
42.02,-88.14
36.42,-79.93
38.88,-86.04
47.7,-117.45
33.54,-112.24000000000001
33.8,-118.19
40.08,-74.12
33.33,-111.81
37.59,-122.02
37.42,-121.87
33.5,-81.9
33.51,-82.5
40.9,-81.10000000000001
37.83,-122.26
38.02,-121.94
34.62,-87.05
42.89,-83.63
35.77,-81.33
33.980000000000004,-78.38
34.72,-82.39
43.6,-116.39
33.51,-82.09
39.97,-75.14
37.12,-113.62
35.19,-101.88
41.88,-87.69
44.31,-96.78
33.52,-112.09
41.96,-75.29
40.7,-89.62
40.64,-73.64
25.52,-80.43
29.44,-98.5
31.54,-87.89
43.69,-86.38
33.5,-86.88
41.42,-81.76
42.32,-87.84
44.74,-92.88
45.33,-122.59
33.83,-84.49
29.7,-95.59
34.19,-118.64
40.52,-74.49
31.09,-97.39
33.93,-118.33
43.09,-77.63
40.28,-78.86
43.660000000000004,-84.24
41.57,-83.66
39.96,-75.26
41.230000000000004,-80.47
36.75,-79.94
25.7,-80.29
28.29,-81.36
41.94,-91.68
41.13,-74.36
41.95,-86.34
30.17,-95.5
30.42,-89.09
41.09,-80.59
32.58,-95.85000000000001
40.82,-73.92
44.53,-88.06
42.33,-83.27
41.37,-93.56
37.68,-96.98
37.43,-121.92
35.25,-95.11
34.01,-95.49
36.15,-82.42
44.64,-121.13
43.26,-71.58
33.58,-83.96000000000001
48.230000000000004,-101.29
35.45,-94.8
38.56,-121.48
42.96,-78.82000000000001
43.0,-78.86
34.93,-81.99
39.2,-84.66
39.76,-75.05
39.94,-83.0
38.31,-88.96000000000001
25.650000000000002,-80.33
45.5,-122.64
38.74,-77.45
21.34,-157.87
43.19,-77.60000000000001
43.17,-77.61
40.730000000000004,-73.74
37.37,-122.05
40.410000000000004,-105.10000000000001
30.69,-88.12
44.09,-93.51
42.550000000000004,-71.78
38.85,-104.76
34.5,-89.03
36.99,-86.43
33.230000000000004,-97.17
34.33,-86.5
41.36,-83.65
33.83,-118.08
40.76,-73.83
34.09,-117.75
42.57,-71.28
38.58,-90.41
37.02,-76.44
34.730000000000004,-81.64
33.28,-84.29
33.46,-112.4
32.65,-96.87
36.31,-119.35000000000001
39.53,-119.78
39.660000000000004,-77.7
28.04,-82.65
38.99,-90.97
45.12,-95.04
38.19,-85.64
34.14,-83.95
39.28,-76.83
41.01,-73.98
36.7,-82.01
41.94,-84.99
35.11,-89.89
28.01,-82.39
39.9,-80.17
34.71,-82.5
43.19,-84.17
37.44,-122.17
33.57,-117.71000000000001
30.91,-94.0
41.31,-73.05
35.19,-101.82000000000001
42.1,-75.93
40.77,-87.13
40.69,-73.98
47.480000000000004,-111.34
42.68,-74.48
29.27,-82.19
41.59,-87.72
30.6,-97.42
42.910000000000004,-74.16
40.78,-73.11
40.06,-82.86
41.74,-87.72
39.96,-74.2
39.29,-76.73
37.97,-90.05
41.17,-73.22
33.04,-80.15
43.13,-89.31
38.45,-91.0
45.51,-122.68
37.14,-93.26
40.77,-73.74
35.480000000000004,-97.46000000000001
40.58,-74.5
35.92,-80.58
44.96,-93.28
39.51,-119.8
42.1,-91.27
31.93,-92.65
29.5,-98.7
33.0,-96.77
32.84,-97.34
32.21,-90.15
26.23,-80.23
32.36,-111.09
35.13,-106.61
41.09,-74.0
39.1,-84.61
42.15,-88.51
37.64,-77.51
35.39,-99.41
38.21,-85.72
41.92,-87.69
47.25,-122.29
30.6,-96.34
40.72,-111.55
34.11,-117.76
41.800000000000004,-87.59
41.42,-87.36
33.55,-112.18
37.61,-120.94
45.4,-91.85000000000001
42.06,-76.14
42.92,-83.72
43.15,-87.96000000000001
40.050000000000004,-78.51
40.77,-83.82000000000001
42.480000000000004,-70.96000000000001
47.49,-121.79
35.230000000000004,-100.25
35.31,-82.46000000000001
33.410000000000004,-111.63
39.65,-78.76
30.18,-95.49
30.26,-89.79
35.910000000000004,-83.84
39.22,-84.55
42.65,-73.7
41.74,-87.62
41.86,-87.8
39.45,-75.74
39.19,-78.2
39.27,-93.97
39.36,-77.16
41.03,-73.77
40.050000000000004,-82.42
35.12,-101.91
44.78,-68.74
45.53,-122.66
36.31,-82.41
38.31,-77.45
32.160000000000004,-80.76
40.11,-79.38
38.09,-83.12
41.230000000000004,-76.99
42.730000000000004,-73.85000000000001
29.89,-90.11
41.7,-86.22
39.61,-90.81
29.95,-95.56
33.64,-117.92
38.14,-85.59
39.94,-91.36
41.85,-87.81
27.42,-80.33
30.36,-88.55
35.96,-95.4
43.47,-87.94
28.59,-81.75
39.19,-76.84
41.28,-80.84
36.14,-95.94
41.03,-85.26
35.26,-81.13
41.39,-81.77
36.53,-82.69
40.160000000000004,-75.89
33.87,-117.88
36.160000000000004,-115.32000000000001
39.68,-89.7
36.39,-93.74
33.77,-117.94
41.08,-81.58
38.77,-121.27
32.85,-83.63
41.95,-71.27
35.87,-78.62
42.6,-87.88
40.13,-79.86
36.09,-87.10000000000001
43.09,-75.75
33.75,-117.82000000000001
39.69,-77.73
47.7,-122.37
32.61,-96.82000000000001
29.45,-98.57000000000001
36.910000000000004,-81.27
32.96,-97.68
34.29,-118.5
39.050000000000004,-94.61
27.52,-82.56
33.49,-112.07000000000001
44.52,-89.51
40.9,-73.83
64.84,-147.76
42.67,-71.3
32.87,-80.01
47.85,-122.25
26.27,-80.10000000000001
40.0,-82.93
41.54,-72.65
40.49,-77.11
35.56,-82.64
30.150000000000002,-85.59
43.09,-96.17
45.52,-122.97
36.57,-79.42
42.9,-73.2
34.25,-88.4
34.31,-117.47
33.59,-101.92
48.17,-103.63
35.82,-90.69
28.04,-80.66
41.63,-83.56
38.99,-94.7
39.21,-76.72
32.85,-97.11
28.03,-82.15
33.78,-118.19
25.94,-80.25
35.550000000000004,-82.85000000000001
42.4,-83.44
41.92,-87.77
36.1,-115.18
33.89,-118.17
32.62,-97.39
40.38,-105.52
42.27,-83.49
34.45,-93.07000000000001
37.01,-94.55
34.02,-118.37
41.56,-93.60000000000001
36.01,-88.41
26.05,-80.16
42.56,-70.93
32.24,-80.83
42.15,-71.49
34.82,-86.49
34.51,-81.86
40.29,-76.89
38.42,-90.39
47.52,-114.10000000000001
38.0,-122.53
39.53,-119.81
35.26,-81.23
34.78,-82.31
30.55,-88.17
42.37,-83.14
43.28,-88.2
41.5,-75.58
41.17,-79.10000000000001
38.58,-95.27
33.13,-117.09
35.46,-86.06
35.58,-82.52
34.26,-88.75
33.83,-84.33
29.17,-81.09
41.19,-80.77
40.92,-74.05
43.58,-84.77
35.81,-81.43
33.65,-84.49
33.89,-118.38
41.88,-87.64
34.06,-118.11
31.61,-97.11
35.9,-84.02
33.57,-112.25
35.76,-78.74
26.53,-80.15
42.08,-87.94
42.39,-87.96000000000001
33.72,-116.4
42.12,-71.86
26.55,-81.8
38.300000000000004,-77.45
40.03,-75.11
28.43,-81.31
38.85,-104.72
46.62,-120.56
40.04,-75.05
35.9,-78.9
29.830000000000002,-97.99000000000001
29.03,-82.16
39.61,-119.22
29.97,-95.69
44.050000000000004,-91.64
43.03,-85.63
36.13,-79.91
34.58,-82.71000000000001
30.63,-96.38
43.64,-108.21000000000001
45.07,-93.44
45.89,-89.7
40.04,-75.4
37.69,-122.11
42.51,-83.76
42.53,-71.74
41.64,-72.77
29.830000000000002,-95.56
34.69,-83.0
29.86,-95.52
29.54,-98.61
40.730000000000004,-111.86
38.83,-91.04
39.76,-121.60000000000001
45.64,-122.60000000000001
38.0,-88.94
45.14,-93.16
39.32,-76.61
36.51,-88.89
33.7,-86.68
45.47,-98.49000000000001
35.19,-101.79
33.67,-117.79
42.5,-83.03
26.330000000000002,-81.8
40.730000000000004,-73.61
41.32,-80.73
37.78,-122.23
29.17,-82.14
42.24,-84.35000000000001
27.490000000000002,-97.85000000000001
38.43,-75.06
43.09,-88.01
39.6,-75.79
44.58,-73.52
32.910000000000004,-97.31
45.050000000000004,-93.36
38.15,-122.25
38.02,-121.27
42.87,-87.93
29.35,-98.88
39.94,-104.99000000000001
41.37,-82.11
33.83,-78.68
33.88,-118.22
30.76,-85.54
40.49,-88.92
41.800000000000004,-88.37
41.01,-74.17
42.87,-100.55
61.14,-149.87
32.92,-96.99000000000001
40.47,-79.83
33.92,-86.02
36.13,-88.51
36.95,-86.44
48.22,-114.28
38.37,-75.55
32.87,-81.12
35.36,-85.39
33.94,-117.28
30.060000000000002,-90.7
26.18,-80.27
38.28,-122.04
35.79,-78.38
38.86,-77.85000000000001
29.27,-94.83
33.89,-118.35000000000001
41.34,-72.12
35.44,-80.65
34.0,-117.93
36.480000000000004,-87.89
40.71,-73.85000000000001
29.68,-98.16
37.84,-85.94
42.67,-83.13
43.57,-89.78
40.86,-96.65
42.32,-83.11
31.71,-83.64
34.87,-82.33
34.43,-85.73
42.5,-89.04
46.53,-93.7
40.88,-73.88
39.43,-74.51
33.78,-78.79
40.26,-103.8
40.68,-73.9
33.18,-86.62
35.52,-78.36
35.74,-79.65
30.310000000000002,-81.85000000000001
34.11,-117.82000000000001
34.03,-118.43
32.83,-96.87
38.660000000000004,-78.49
36.660000000000004,-76.23
27.94,-82.46000000000001
41.85,-87.85000000000001
44.64,-93.16
42.57,-77.71000000000001
35.46,-94.36
35.36,-81.94
33.8,-117.23
39.02,-84.67
43.45,-83.98
37.03,-95.62
39.45,-85.63
44.93,-93.35000000000001
34.13,-117.83
27.84,-82.76
32.78,-96.77
35.24,-80.74
30.39,-89.04
43.18,-87.96000000000001
34.980000000000004,-80.45
41.09,-112.07000000000001
40.56,-83.12
32.410000000000004,-81.77
30.44,-97.7
39.88,-104.98
33.61,-86.96000000000001
39.87,-86.14
33.47,-112.07000000000001
37.7,-97.34
28.900000000000002,-82.59
42.25,-85.53
47.550000000000004,-116.13
37.84,-84.33
41.28,-72.99
43.25,-77.7
39.22,-84.59
31.310000000000002,-89.15
44.550000000000004,-87.7
35.0,-85.10000000000001
35.75,-84.0
42.99,-88.13
42.64,-83.35000000000001
27.45,-82.52
42.38,-87.9
39.410000000000004,-104.87
33.86,-118.17
38.800000000000004,-77.52
42.86,-75.0
34.910000000000004,-76.94
30.64,-97.69
41.52,-81.65
40.1,-74.95
39.72,-82.2
29.900000000000002,-90.03
34.14,-84.25
42.95,-74.36
43.5,-88.22
32.51,-92.15
41.81,-88.03
38.99,-76.94
38.910000000000004,-77.04
33.85,-118.0
36.04,-79.96000000000001
41.14,-112.06
36.67,-121.63
44.96,-89.63
30.69,-86.12
39.02,-84.59
41.550000000000004,-86.9
43.1,-87.98
36.910000000000004,-82.32000000000001
38.47,-77.41
37.230000000000004,-121.77
33.0,-94.96000000000001
26.71,-80.23
30.82,-83.27
30.39,-81.42
36.87,-87.5
30.400000000000002,-96.07000000000001
42.19,-88.21000000000001
45.67,-122.51
40.63,-74.4
44.92,-122.98
30.53,-97.61
45.52,-122.84
39.0,-77.03
42.24,-83.60000000000001
20.97,-156.68
35.230000000000004,-80.84
39.09,-88.55
39.17,-78.12
27.89,-81.56
35.93,-86.53
30.59,-84.60000000000001
38.26,-85.57000000000001
39.910000000000004,-82.97
21.28,-157.83
26.330000000000002,-80.2
36.550000000000004,-82.62
35.58,-97.64
38.9,-91.46000000000001
34.28,-118.87
31.560000000000002,-84.18
29.71,-95.09
33.12,-89.08
37.35,-121.96000000000001
