store_address,latitude,longitude
Another McDonald's Location,26.6381,-80.113308
Another McDonald's Location,42.931286,-78.730592
Another McDonald's Location,36.138497,-86.882105
Another McDonald's Location,41.091079,-112.00251
Another McDonald's Location,42.763611,-71.215561
Another McDonald's Location,34.197651,-77.889359
Another McDonald's Location,38.822015,-90.70025
Another McDonald's Location,41.891668,-87.608894
Another McDonald's Location,41.311866,-81.447557
Another McDonald's Location,39.066677,-84.7024
Another McDonald's Location,35.217865,-97.489441
Another McDonald's Location,37.361791,-78.83319
Another McDonald's Location,27.962125,-82.402387
Another McDonald's Location,34.720303,-86.584007
Another McDonald's Location,43.57104,-116.22033
Another McDonald's Location,34.346394,-119.070587
Another McDonald's Location,35.049522,-89.885764
Another McDonald's Location,39.209663,-96.304507
Another McDonald's Location,39.824912,-86.120581
Another McDonald's Location,33.38039,-111.803452
Another McDonald's Location,26.544195,-80.091105
Another McDonald's Location,33.960186,-98.51475
Another McDonald's Location,34.512602,-87.716778
Another McDonald's Location,29.965007,-95.533567
Another McDonald's Location,35.704203,-78.795713
Another McDonald's Location,34.692215,-118.170093
Another McDonald's Location,38.335677,-122.676689
Another McDonald's Location,35.115567,-80.856931
Another McDonald's Location,33.199537,-96.706472
Another McDonald's Location,40.859493,-73.535088
Another McDonald's Location,39.804442,-104.928492
Another McDonald's Location,40.73597,-74.171707
Another McDonald's Location,42.339432,-83.384247
Another McDonald's Location,40.999701,-81.997038
Another McDonald's Location,37.345898,-76.738021
Another McDonald's Location,39.422754,-84.577933
Another McDonald's Location,30.272843,-87.686504
Another McDonald's Location,38.931122,-83.569616
Another McDonald's Location,35.910773,-79.061166
Another McDonald's Location,32.750759,-97.094907
Another McDonald's Location,41.625477,-93.735916
Another McDonald's Location,43.609385,-116.242896
Another McDonald's Location,27.85355,-97.632947
Another McDonald's Location,39.950157,-82.048677
Another McDonald's Location,35.913928,-81.528051
Another McDonald's Location,30.52131,-97.830957
Another McDonald's Location,34.198868,-118.44915
Another McDonald's Location,31.925878,-87.739694
Another McDonald's Location,38.9866,-84.402857
Another McDonald's Location,39.538561,-104.88492
Another McDonald's Location,41.953565,-71.069961
Another McDonald's Location,42.82065,-73.764769
Another McDonald's Location,33.831196,-118.303329
Another McDonald's Location,35.867019,-78.575342
Another McDonald's Location,42.91829,-78.753654
Another McDonald's Location,39.673276,-84.218569
Another McDonald's Location,32.704847,-96.828076
Another McDonald's Location,41.942228,-84.896645
Another McDonald's Location,30.044246,-95.3465
Another McDonald's Location,34.10695,-117.559409
Another McDonald's Location,32.932259,-83.727104
Another McDonald's Location,38.784419,-77.131528
Another McDonald's Location,41.202162,-81.441079
Another McDonald's Location,35.026149,-106.681171
Another McDonald's Location,38.526405,-89.12487
Another McDonald's Location,35.243074,-106.699159
Another McDonald's Location,35.098887,-89.840754
Another McDonald's Location,40.680562,-80.301461
Another McDonald's Location,26.188858,-98.209941
Another McDonald's Location,30.078668,-94.773146
Another McDonald's Location,48.208678,-101.312762
Another McDonald's Location,37.536902,-76.797858
Another McDonald's Location,33.810496,-86.823592
Another McDonald's Location,44.914109,-89.649838
Another McDonald's Location,35.98786,-96.015933
Another McDonald's Location,42.225547,-88.311407
Another McDonald's Location,33.928738,-118.147865
Another McDonald's Location,39.653572,-104.776767
Another McDonald's Location,32.8888,-117.131607
Another McDonald's Location,34.949486,-82.234864
Another McDonald's Location,41.57819,-87.462112
Another McDonald's Location,41.146307,-73.256017
Another McDonald's Location,43.07896,-75.650897
Another McDonald's Location,34.96221,-89.991321
Another McDonald's Location,35.295966,-94.388088
Another McDonald's Location,33.247684,-84.272675
Another McDonald's Location,46.869304,-68.003349
Another McDonald's Location,28.757496,-81.286102
Another McDonald's Location,41.012411,-81.608115
Another McDonald's Location,43.91956,-88.023176
Another McDonald's Location,26.27343,-80.28194
Another McDonald's Location,40.3863,-80.093111
Another McDonald's Location,42.374458,-71.040253
Another McDonald's Location,43.606072,-84.188096
Another McDonald's Location,40.72208,-73.940483
Another McDonald's Location,40.061408,-81.05422
Another McDonald's Location,38.91618,-90.151543
Another McDonald's Location,45.099327,-91.499521
Another McDonald's Location,30.642142,-81.458202
Another McDonald's Location,34.238008,-118.589036
Another McDonald's Location,36.293227,-95.32371
Another McDonald's Location,35.905789,-88.751779
Another McDonald's Location,34.660606,-118.184097
Another McDonald's Location,33.208253,-84.058667
Another McDonald's Location,33.400426,-104.52329
Another McDonald's Location,33.828038,-117.838514
Another McDonald's Location,41.727768,-87.550869
Another McDonald's Location,29.678136,-95.644237
Another McDonald's Location,38.675711,-121.740814
Another McDonald's Location,45.346273,-122.650944
Another McDonald's Location,29.925743,-90.067825
Another McDonald's Location,31.999742,-106.605561
Another McDonald's Location,43.422267,-73.714526
Another McDonald's Location,36.031154,-83.866521
Another McDonald's Location,38.248089,-90.558028
Another McDonald's Location,37.649741,-97.332838
Another McDonald's Location,40.334174,-104.906751
Another McDonald's Location,29.599721,-98.419293
Another McDonald's Location,39.950527,-74.07473
Another McDonald's Location,40.813037,-96.724263
Another McDonald's Location,36.824544,-76.404674
Another McDonald's Location,40.701199,-73.80764
Another McDonald's Location,43.414355,-83.967547
Another McDonald's Location,40.243736,-74.281326
Another McDonald's Location,55.348905,-131.67241
Another McDonald's Location,39.630242,-84.197578
Another McDonald's Location,40.370994,-80.686881
Another McDonald's Location,38.343549,-75.603629
Another McDonald's Location,26.201453,-98.324314
Another McDonald's Location,41.734376,-87.798351
Another McDonald's Location,28.050495,-82.780246
Another McDonald's Location,43.204801,-86.200196
Another McDonald's Location,42.242793,-87.950283
Another McDonald's Location,34.471143,-117.343262
Another McDonald's Location,35.043145,-78.947803
Another McDonald's Location,42.351846,-71.055537
Another McDonald's Location,42.254272,-83.172768
Another McDonald's Location,37.756515,-77.4708
Another McDonald's Location,42.476017,-83.080254
Another McDonald's Location,34.712914,-112.000926
Another McDonald's Location,38.584563,-89.909183
Another McDonald's Location,39.674667,-86.369172
Another McDonald's Location,36.159316,-95.883877
Another McDonald's Location,40.55127,-75.593937
Another McDonald's Location,35.944187,-77.775268
Another McDonald's Location,36.231377,-84.158517
Another McDonald's Location,36.005155,-80.440291
Another McDonald's Location,40.739086,-114.06389
Another McDonald's Location,42.977932,-88.107903
Another McDonald's Location,34.188708,-101.750931
Another McDonald's Location,36.840365,-76.103002
Another McDonald's Location,43.368908,-72.325554
Another McDonald's Location,40.412093,-79.909881
Another McDonald's Location,37.624748,-90.647143
Another McDonald's Location,26.206575,-80.107533
Another McDonald's Location,33.173821,-96.499744
Another McDonald's Location,40.300797,-79.508197
Another McDonald's Location,29.688875,-95.458182
Another McDonald's Location,33.902185,-118.145245
Another McDonald's Location,37.98389,-87.492208
Another McDonald's Location,35.878121,-84.509851
Another McDonald's Location,33.874203,-117.923241
Another McDonald's Location,40.086986,-104.984938
Another McDonald's Location,33.197958,-87.479806
Another McDonald's Location,39.147921,-76.908322
Another McDonald's Location,43.10999,-75.219059
Another McDonald's Location,40.587231,-111.927909
Another McDonald's Location,29.349009,-98.432987
Another McDonald's Location,33.897263,-84.302147
Another McDonald's Location,33.557919,-97.845684
Another McDonald's Location,36.175515,-94.217104
Another McDonald's Location,29.357837,-98.550391
Another McDonald's Location,41.404432,-75.417505
Another McDonald's Location,28.700479,-81.327561
Another McDonald's Location,41.99758,-87.676208
Another McDonald's Location,47.622584,-122.132783
Another McDonald's Location,38.949673,-76.718817
Another McDonald's Location,33.733526,-84.668992
Another McDonald's Location,38.223477,-85.684679
Another McDonald's Location,38.976841,-76.289206
Another McDonald's Location,44.907799,-93.081352
Another McDonald's Location,29.509879,-98.37294
Another McDonald's Location,35.81517,-83.980955
Another McDonald's Location,33.961299,-118.186255
Another McDonald's Location,40.336623,-75.954316
Another McDonald's Location,38.869057,-77.226756
Another McDonald's Location,47.722784,-122.20729
Another McDonald's Location,29.532016,-95.858412
Another McDonald's Location,33.91748,-118.07225
Another McDonald's Location,38.686238,-90.357734
Another McDonald's Location,27.890754,-82.787622
Another McDonald's Location,28.032384,-82.422009
Another McDonald's Location,33.795054,-83.743528
Another McDonald's Location,37.515008,-120.848424
Another McDonald's Location,33.967377,-85.943255
Another McDonald's Location,31.87712,-85.151222
Another McDonald's Location,29.534547,-95.516274
Another McDonald's Location,40.176157,-76.985402
Another McDonald's Location,43.090488,-88.759985
Another McDonald's Location,35.356589,-79.899931
Another McDonald's Location,38.840927,-91.950772
Another McDonald's Location,38.493766,-76.774416
Another McDonald's Location,31.564552,-91.351121
Another McDonald's Location,42.921673,-78.82962
Another McDonald's Location,36.350432,-92.369582
Another McDonald's Location,39.884168,-104.944098
Another McDonald's Location,38.305161,-77.479876
Another McDonald's Location,28.439873,-81.476551
Another McDonald's Location,26.091091,-97.164315
Another McDonald's Location,38.888372,-77.243681
Another McDonald's Location,35.045606,-89.686256
Another McDonald's Location,39.561509,-104.911859
Another McDonald's Location,39.390486,-89.080421
Another McDonald's Location,36.737588,-119.721679
Another McDonald's Location,41.614596,-70.938132
Another McDonald's Location,35.029109,-79.056389
Another McDonald's Location,27.588802,-80.377768
Another McDonald's Location,42.023128,-97.426109
Another McDonald's Location,26.935504,-80.081092
Another McDonald's Location,38.032906,-78.484923
Another McDonald's Location,41.496254,-93.67503
Another McDonald's Location,38.638505,-76.896523
Another McDonald's Location,41.748454,-71.208463
Another McDonald's Location,27.49541,-82.482402
Another McDonald's Location,40.654102,-74.21151
Another McDonald's Location,39.112245,-82.534045
Another McDonald's Location,37.332121,-121.885145
Another McDonald's Location,36.858516,-89.583752
Another McDonald's Location,43.674047,-121.49987
Another McDonald's Location,30.006302,-95.461776
Another McDonald's Location,40.609897,-111.940653
Another McDonald's Location,41.885918,-87.630816
Another McDonald's Location,39.248744,-81.555593
Another McDonald's Location,42.605999,-83.29496
Another McDonald's Location,36.195247,-115.128444
Another McDonald's Location,29.735805,-95.606859
Another McDonald's Location,43.678434,-92.992517
Another McDonald's Location,30.899437,-102.905605
Another McDonald's Location,34.422432,-118.541733
Another McDonald's Location,39.119689,-78.196902
Another McDonald's Location,40.260108,-83.374229
Another McDonald's Location,39.75331,-84.18958
Another McDonald's Location,39.654952,-75.7506
Another McDonald's Location,42.371326,-83.295776
Another McDonald's Location,35.087651,-92.472137
Another McDonald's Location,30.411661,-86.830898
Another McDonald's Location,36.798382,-76.177975
Another McDonald's Location,33.376454,-82.073738
Another McDonald's Location,33.629201,-111.892082
Another McDonald's Location,37.883235,-90.511481
Another McDonald's Location,47.090696,-122.645616
Another McDonald's Location,33.394212,-84.744239
Another McDonald's Location,40.386278,-75.145927
Another McDonald's Location,43.265125,-82.620216
Another McDonald's Location,38.843455,-77.112022
Another McDonald's Location,38.260123,-76.465824
Another McDonald's Location,30.022328,-95.522403
Another McDonald's Location,42.169104,-72.454004
Another McDonald's Location,37.460234,-122.137714
Another McDonald's Location,34.782905,-86.937074
Another McDonald's Location,26.180633,-97.716544
Another McDonald's Location,35.086944,-106.577731
Another McDonald's Location,35.391757,-118.961174
Another McDonald's Location,41.891368,-91.674068
Another McDonald's Location,47.671515,-122.114188
Another McDonald's Location,30.45106,-90.13788
Another McDonald's Location,33.418053,-94.098166
Another McDonald's Location,42.671558,-82.941711
Another McDonald's Location,46.997703,-122.908314
Another McDonald's Location,42.154182,-87.837123
Another McDonald's Location,41.893069,-87.631581
Another McDonald's Location,34.011509,-117.965973
Another McDonald's Location,39.116944,-94.754761
Another McDonald's Location,37.02211,-121.560871
Another McDonald's Location,39.031769,-76.076241
Another McDonald's Location,39.139718,-88.565942
Another McDonald's Location,36.093971,-84.137192
Another McDonald's Location,44.261151,-88.456323
Another McDonald's Location,40.507072,-74.641678
Another McDonald's Location,41.301272,-96.023241
Another McDonald's Location,37.360652,-81.101509
Another McDonald's Location,32.136089,-111.000759
Another McDonald's Location,25.714164,-80.415976
Another McDonald's Location,35.484064,-120.665758
Another McDonald's Location,39.959895,-76.726888
Another McDonald's Location,34.97779,-79.23599
Another McDonald's Location,27.371737,-82.53154
Another McDonald's Location,42.330201,-83.0389
Another McDonald's Location,30.541704,-91.025741
Another McDonald's Location,39.83897,-99.891136
Another McDonald's Location,41.259262,-96.033441
Another McDonald's Location,38.873168,-76.931241
Another McDonald's Location,38.708142,-93.265459
Another McDonald's Location,39.902759,-79.75294
Another McDonald's Location,33.845785,-117.540678
Another McDonald's Location,39.717016,-75.112807
Another McDonald's Location,40.495693,-80.256305
Another McDonald's Location,30.13245,-81.782321
Another McDonald's Location,28.246177,-82.189309
Another McDonald's Location,42.97428,-83.711144
Another McDonald's Location,33.817101,-116.402382
Another McDonald's Location,43.284912,-87.985838
Another McDonald's Location,33.452086,-111.83927
Another McDonald's Location,34.795252,-92.270764
Another McDonald's Location,30.524743,-87.853452
Another McDonald's Location,30.896608,-83.33107
Another McDonald's Location,41.525738,-87.47191
Another McDonald's Location,36.281425,-115.134532
Another McDonald's Location,40.787817,-82.738472
Another McDonald's Location,41.558694,-73.053008
Another McDonald's Location,35.215368,-101.901811
Another McDonald's Location,38.962396,-77.028342
Another McDonald's Location,35.991335,-95.800057
Another McDonald's Location,37.349253,-108.567972
Another McDonald's Location,38.729053,-121.27251
Another McDonald's Location,44.765722,-88.048257
Another McDonald's Location,40.619286,-74.760578
Another McDonald's Location,40.803307,-74.146324
Another McDonald's Location,47.677586,-117.282127
Another McDonald's Location,31.560323,-110.260078
Another McDonald's Location,43.13635,-88.243323
Another McDonald's Location,42.174381,-72.323143
Another McDonald's Location,33.003654,-96.681461
Another McDonald's Location,41.492218,-112.016584
Another McDonald's Location,31.509605,-106.149595
Another McDonald's Location,41.074624,-80.656658
Another McDonald's Location,42.226937,-84.415859
Another McDonald's Location,34.478873,-91.551445
Another McDonald's Location,32.705233,-97.319829
Another McDonald's Location,35.912384,-78.778189
Another McDonald's Location,45.332153,-93.744745
Another McDonald's Location,40.625065,-75.435147
Another McDonald's Location,40.654747,-73.961578
Another McDonald's Location,33.197656,-84.283878
Another McDonald's Location,27.855736,-82.326122
Another McDonald's Location,43.023946,-87.911694
Another McDonald's Location,40.185962,-77.210809
Another McDonald's Location,41.726831,-87.741474
Another McDonald's Location,36.748144,-78.098896
Another McDonald's Location,32.602626,-96.856578
Another McDonald's Location,38.163287,-85.597376
Another McDonald's Location,39.554471,-76.287045
Another McDonald's Location,44.664358,-70.148497
Another McDonald's Location,33.859733,-84.340733
Another McDonald's Location,29.614226,-95.386015
Another McDonald's Location,35.477093,-81.237872
Another McDonald's Location,39.729007,-105.082022
Another McDonald's Location,39.761235,-89.607799
Another McDonald's Location,32.584133,-117.039711
Another McDonald's Location,40.570813,-122.356935
Another McDonald's Location,30.426608,-84.231647
Another McDonald's Location,43.390002,-124.251717
Another McDonald's Location,38.073183,-78.902275
Another McDonald's Location,35.013541,-85.228456
Another McDonald's Location,43.886633,-89.484506
Another McDonald's Location,29.473907,-98.507585
Another McDonald's Location,29.778412,-98.724615
Another McDonald's Location,29.568067,-95.565604
Another McDonald's Location,31.100326,-87.07919
Another McDonald's Location,47.627637,-122.154566
Another McDonald's Location,28.126898,-82.501692
Another McDonald's Location,40.126043,-79.552131
Another McDonald's Location,42.178551,-86.303586
Another McDonald's Location,36.967133,-122.039064
Another McDonald's Location,34.837537,-87.631279
Another McDonald's Location,38.061424,-122.53213
Another McDonald's Location,45.53723,-122.867108
Another McDonald's Location,33.605979,-88.659498
Another McDonald's Location,42.403738,-71.023272
Another McDonald's Location,41.52122,-109.464569
Another McDonald's Location,34.121647,-117.198737
Another McDonald's Location,42.134205,-72.741664
Another McDonald's Location,30.463498,-84.217052
Another McDonald's Location,30.67436,-88.12214
Another McDonald's Location,37.323941,-84.92509
Another McDonald's Location,39.374423,-74.553764
Another McDonald's Location,28.320317,-81.471552
Another McDonald's Location,27.33732,-82.458407
Another McDonald's Location,41.974529,-87.889969
Another McDonald's Location,43.019821,-87.932614
Another McDonald's Location,35.808875,-94.629442
Another McDonald's Location,43.872256,-91.195033
Another McDonald's Location,33.456021,-112.341737
Another McDonald's Location,35.403215,-119.400594
Another McDonald's Location,36.399679,-86.162067
Another McDonald's Location,36.00004,-86.595715
Another McDonald's Location,41.524579,-82.859486
Another McDonald's Location,38.801729,-90.699228
Another McDonald's Location,33.662216,-95.506364
Another McDonald's Location,40.018981,-82.889875
Another McDonald's Location,44.251325,-84.226309
Another McDonald's Location,26.022201,-80.298043
Another McDonald's Location,44.453112,-89.543134
Another McDonald's Location,36.77638,-108.696102
Another McDonald's Location,41.068872,-111.979588
Another McDonald's Location,39.638054,-104.791808
Another McDonald's Location,40.772803,-80.372978
Another McDonald's Location,41.09766,-74.160469
Another McDonald's Location,40.862324,-73.622795
Another McDonald's Location,26.203597,-80.156757
Another McDonald's Location,39.722992,-75.66086
Another McDonald's Location,44.773823,-106.942817
Another McDonald's Location,39.819252,-84.187731
Another McDonald's Location,34.197023,-80.276868
Another McDonald's Location,30.181601,-95.537151
Another McDonald's Location,29.717369,-98.161258
Another McDonald's Location,43.573647,-119.074162
Another McDonald's Location,42.543163,-83.787033
Another McDonald's Location,43.487964,-73.758547
Another McDonald's Location,42.804237,-86.113534
Another McDonald's Location,35.238485,-111.822016
Another McDonald's Location,30.878686,-87.78335
Another McDonald's Location,36.048729,-86.651974
Another McDonald's Location,44.467519,-73.17561
Another McDonald's Location,36.135834,-96.114655
Another McDonald's Location,40.678216,-75.614351
Another McDonald's Location,29.126298,-81.006235
Another McDonald's Location,31.299725,-94.730962
Another McDonald's Location,41.909858,-87.708259
Another McDonald's Location,38.236689,-85.717166
Another McDonald's Location,39.29579,-76.56914
Another McDonald's Location,30.760648,-88.224396
Another McDonald's Location,41.451523,-81.801926
Another McDonald's Location,45.719559,-121.474492
Another McDonald's Location,47.609882,-122.324363
Another McDonald's Location,33.734217,-117.761697
Another McDonald's Location,32.757892,-117.081048
Another McDonald's Location,41.033058,-77.516941
Another McDonald's Location,38.792589,-76.928851
Another McDonald's Location,28.087678,-82.460441
Another McDonald's Location,42.970423,-73.795891
Another McDonald's Location,29.530573,-95.203046
Another McDonald's Location,34.153332,-118.257538
Another McDonald's Location,27.493673,-82.478332
Another McDonald's Location,29.691252,-96.538396
Another McDonald's Location,40.093892,-75.017161
Another McDonald's Location,34.35494,-84.042167
Another McDonald's Location,39.207438,-94.548064
Another McDonald's Location,33.112936,-83.259388
